Date,Time,Version,Stage,Iteration,Status,Configuration,Evaluation,Computation Time
2024-10-20,19:22:53,Successive Halving,6,0,Initial configuration,"Configuration(values={
  'learner_id': 'ranger',
  'num.impute.selected.cpo': 'impute.median',
  'ranger.min.node.size': 57,
  'ranger.mtry.power': 0.04160392196249818,
  'ranger.num.random.splits': 96,
  'ranger.num.trees': 1169,
  'ranger.respect.unordered.factors': 'partition',
  'ranger.sample.fraction': 0.8189402019496598,
  'ranger.splitrule': 'extratrees',
  'repl': 6,
  'task_id': '41163',
  'trainsize': 0.08027522150019259,
})
",N/A
2024-10-20,19:22:53,Successive Halving,6,0,Discarded,"Configuration(values={
  'learner_id': 'ranger',
  'num.impute.selected.cpo': 'impute.median',
  'ranger.min.node.size': 57,
  'ranger.mtry.power': 0.04160392196249818,
  'ranger.num.random.splits': 96,
  'ranger.num.trees': 1169,
  'ranger.respect.unordered.factors': 'partition',
  'ranger.sample.fraction': 0.8189402019496598,
  'ranger.splitrule': 'extratrees',
  'repl': 6,
  'task_id': '41163',
  'trainsize': 0.08027522150019259,
})
",N/A
2024-10-20,19:22:53,Successive Halving,6,0,Skipped,N/A,No valid configurations after top_k
2024-10-20,19:22:53,Successive Halving,6,1,Skipped,N/A,No valid configurations
2024-10-20,19:22:53,Successive Halving,6,2,Skipped,N/A,No valid configurations
2024-10-20,19:22:53,Successive Halving,6,3,Skipped,N/A,No valid configurations
2024-10-20,19:22:53,Successive Halving,6,4,Skipped,N/A,No valid configurations
2024-10-20,19:22:53,Successive Halving,6,5,Skipped,N/A,No valid configurations
2024-10-20,19:22:53,Successive Halving,6,6,Skipped,N/A,No valid configurations
2024-10-20,19:22:53,Successive Halving,5,0,Initial configuration,"Configuration(values={
  'learner_id': 'ranger',
  'num.impute.selected.cpo': 'impute.median',
  'ranger.min.node.size': 57,
  'ranger.mtry.power': 0.04160392196249818,
  'ranger.num.random.splits': 96,
  'ranger.num.trees': 1169,
  'ranger.respect.unordered.factors': 'partition',
  'ranger.sample.fraction': 0.8189402019496598,
  'ranger.splitrule': 'extratrees',
  'repl': 6,
  'task_id': '41163',
  'trainsize': 0.08027522150019259,
})
",N/A
2024-10-20,19:22:53,Successive Halving,5,0,Discarded,"Configuration(values={
  'learner_id': 'ranger',
  'num.impute.selected.cpo': 'impute.median',
  'ranger.min.node.size': 57,
  'ranger.mtry.power': 0.04160392196249818,
  'ranger.num.random.splits': 96,
  'ranger.num.trees': 1169,
  'ranger.respect.unordered.factors': 'partition',
  'ranger.sample.fraction': 0.8189402019496598,
  'ranger.splitrule': 'extratrees',
  'repl': 6,
  'task_id': '41163',
  'trainsize': 0.08027522150019259,
})
",N/A
2024-10-20,19:22:53,Successive Halving,5,0,Skipped,N/A,No valid configurations after top_k
