Date,Time,Version,Stage,Iteration,Status,Configuration,Evaluation,Computation Time
2024-10-22,13:45:09,Successive Halving,6,0,Initial configuration,"Configuration(values={
  'learner_id': 'ranger',
  'num.impute.selected.cpo': 'impute.mean',
  'ranger.min.node.size': 90,
  'ranger.mtry.power': 0.9791917086861409,
  'ranger.num.random.splits': 38,
  'ranger.num.trees': 1327,
  'ranger.respect.unordered.factors': 'partition',
  'ranger.sample.fraction': 0.8678655352928691,
  'ranger.splitrule': 'extratrees',
  'repl': 1,
  'task_id': '40981',
  'trainsize': 0.32514626395817503,
})
",N/A
2024-10-22,13:45:09,Successive Halving,6,0,Discarded,"Configuration(values={
  'learner_id': 'ranger',
  'num.impute.selected.cpo': 'impute.mean',
  'ranger.min.node.size': 90,
  'ranger.mtry.power': 0.9791917086861409,
  'ranger.num.random.splits': 38,
  'ranger.num.trees': 1327,
  'ranger.respect.unordered.factors': 'partition',
  'ranger.sample.fraction': 0.8678655352928691,
  'ranger.splitrule': 'extratrees',
  'repl': 1,
  'task_id': '40981',
  'trainsize': 0.32514626395817503,
})
",N/A
2024-10-22,13:45:09,Successive Halving,6,0,Skipped,N/A,No valid configurations after top_k
2024-10-22,13:45:09,Successive Halving,6,1,Skipped,N/A,No valid configurations
2024-10-22,13:45:09,Successive Halving,6,2,Skipped,N/A,No valid configurations
2024-10-22,13:45:09,Successive Halving,6,3,Skipped,N/A,No valid configurations
2024-10-22,13:45:09,Successive Halving,6,4,Skipped,N/A,No valid configurations
2024-10-22,13:45:09,Successive Halving,6,5,Skipped,N/A,No valid configurations
2024-10-22,13:45:09,Successive Halving,6,6,Skipped,N/A,No valid configurations
2024-10-22,13:45:09,Successive Halving,5,0,Initial configuration,"Configuration(values={
  'learner_id': 'svm',
  'num.impute.selected.cpo': 'impute.median',
  'repl': 4,
  'svm.cost': 0.04488628967393827,
  'svm.degree': 3,
  'svm.kernel': 'polynomial',
  'svm.tolerance': 0.7837571363161469,
  'task_id': '1497',
  'trainsize': 0.6284061638105254,
})
",N/A
