Date,Time,Version,Stage,Iteration,Status,Configuration,Evaluation,Computation Time
2024-10-22,14:10:15,Successive Halving,6,0,Initial configuration,"Configuration(values={
  'learner_id': 'xgboost',
  'num.impute.selected.cpo': 'impute.median',
  'repl': 9,
  'task_id': '40670',
  'trainsize': 0.3444678028991217,
  'xgboost.alpha': 0.0033074928407237133,
  'xgboost.booster': 'gbtree',
  'xgboost.colsample_bylevel': 0.4427972631003674,
  'xgboost.colsample_bytree': 0.28834812062771503,
  'xgboost.eta': 0.0057195705736047976,
  'xgboost.gamma': 0.003715302381433152,
  'xgboost.lambda': 12.21900663397358,
  'xgboost.max_depth': 2,
  'xgboost.min_child_weight': 54.34632956873408,
  'xgboost.nrounds': 11,
  'xgboost.subsample': 0.9022994285992078,
})
",N/A
2024-10-22,14:10:15,Successive Halving,6,0,Discarded,"Configuration(values={
  'learner_id': 'xgboost',
  'num.impute.selected.cpo': 'impute.median',
  'repl': 9,
  'task_id': '40670',
  'trainsize': 0.3444678028991217,
  'xgboost.alpha': 0.0033074928407237133,
  'xgboost.booster': 'gbtree',
  'xgboost.colsample_bylevel': 0.4427972631003674,
  'xgboost.colsample_bytree': 0.28834812062771503,
  'xgboost.eta': 0.0057195705736047976,
  'xgboost.gamma': 0.003715302381433152,
  'xgboost.lambda': 12.21900663397358,
  'xgboost.max_depth': 2,
  'xgboost.min_child_weight': 54.34632956873408,
  'xgboost.nrounds': 11,
  'xgboost.subsample': 0.9022994285992078,
})
",N/A
2024-10-22,14:10:15,Successive Halving,6,0,Skipped,N/A,No valid configurations after top_k
2024-10-22,14:10:15,Successive Halving,6,1,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,6,2,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,6,3,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,6,4,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,6,5,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,6,6,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,5,0,Initial configuration,"Configuration(values={
  'glmnet.alpha': 0.33363286909274037,
  'glmnet.s': 0.09384495835071194,
  'learner_id': 'glmnet',
  'num.impute.selected.cpo': 'impute.hist',
  'repl': 4,
  'task_id': '16',
  'trainsize': 0.4506843405787363,
})
",N/A
2024-10-22,14:10:15,Successive Halving,5,0,Discarded,"Configuration(values={
  'glmnet.alpha': 0.33363286909274037,
  'glmnet.s': 0.09384495835071194,
  'learner_id': 'glmnet',
  'num.impute.selected.cpo': 'impute.hist',
  'repl': 4,
  'task_id': '16',
  'trainsize': 0.4506843405787363,
})
",N/A
2024-10-22,14:10:15,Successive Halving,5,0,Skipped,N/A,No valid configurations after top_k
2024-10-22,14:10:15,Successive Halving,5,1,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,5,2,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,5,3,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,5,4,Skipped,N/A,No valid configurations
2024-10-22,14:10:15,Successive Halving,5,5,Skipped,N/A,No valid configurations
